net_large_000.edgelist Time Taken: 0.055849
net_large_002.edgelist Time Taken: 0.055734
net_large_003.edgelist Time Taken: 0.040645
net_large_004.edgelist Time Taken: 0.386308
net_large_000.edgelist Time Taken: 0.056395
net_large_001.edgelist Time Taken: 2.67723
net_large_002.edgelist Time Taken: 0.11393
net_large_003.edgelist Time Taken: 0.038768
net_large_004.edgelist Time Taken: 0.23022
net_large_005.edgelist Time Taken: 23.735
net_large_006.edgelist Time Taken: 0.006802
net_large_007.edgelist Time Taken: 0.06661
net_large_008.edgelist Time Taken: 0.026879
net_large_009.edgelist Time Taken: 0.06108
net_large_010.edgelist Time Taken: 0.054955
net_large_011.edgelist Time Taken: 0.029676
net_large_012.edgelist Time Taken: 0.5761
net_large_013.edgelist Time Taken: 0.044249
net_large_014.edgelist Time Taken: 0.065062
net_large_015.edgelist Time Taken: 0.081899
net_large_016.edgelist Time Taken: 1.97113
net_large_017.edgelist Time Taken: 41.4879
net_large_018.edgelist Time Taken: 0.364386
net_large_019.edgelist Time Taken: 0.062552
net_large_020.edgelist Time Taken: 0.203582
net_large_021.edgelist Time Taken: 4.51608
net_large_022.edgelist Time Taken: 0.081871
net_large_023.edgelist Time Taken: 0.086762
net_large_024.edgelist Time Taken: 1.26447
net_large_025.edgelist Time Taken: 0.465701
net_large_026.edgelist Time Taken: 6.03087
net_large_027.edgelist Time Taken: 5.91896
net_large_028.edgelist Time Taken: 0.031104
net_large_029.edgelist Time Taken: 0.055079
